________________________________________________________________________________________________________________________ Exportar ==>;;;;;;;;;
;;;;;;;;;
Año;Cod. Ubigeo;Departamento;Provincia;Distrito;Cod CIIU (Rev 3);Sector;Sub Sector;Actividad Económica;Cant. Contrib
2025;150129;LIMA;LIMA;SAN BARTOLO;7522;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE DEFENSA;1
2025;150129;LIMA;LIMA;SAN BARTOLO;7523;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PUBLICO Y DE SEGURIDAD;37
2025;150129;LIMA;LIMA;SAN BARTOLO;7530;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA;3
2025;150129;LIMA;LIMA;SAN BARTOLO;8010;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA PRIMARIA;18
2025;150129;LIMA;LIMA;SAN BARTOLO;8021;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA SECUNDARIA DE FORMACION GENERAL;7
2025;150129;LIMA;LIMA;SAN BARTOLO;8030;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA SUPERIOR;5
2025;150129;LIMA;LIMA;SAN BARTOLO;8090;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA DE ADULTOS Y OTROS TIPOS DE ENSE ANZA;21
2025;150129;LIMA;LIMA;SAN BARTOLO;8511;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES DE HOSPITALES;3
2025;150129;LIMA;LIMA;SAN BARTOLO;8512;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;17
2025;150129;LIMA;LIMA;SAN BARTOLO;8519;E.- OTROS SERVICIOS;SALUD;OTRAS ACTIVIDADES RELACIONADAS CON LA SALUD HUMANA;25
2025;150129;LIMA;LIMA;SAN BARTOLO;8520;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES VETERINARIAS;4
2025;150129;LIMA;LIMA;SAN BARTOLO;8531;E.- OTROS SERVICIOS;SALUD;SERVICIOS SOCIALES CON ALOJAMIENTO;1
2025;150129;LIMA;LIMA;SAN BARTOLO;8532;E.- OTROS SERVICIOS;SALUD;SERVICIOS SOCIALES SIN ALOJAMIENTO;2
2025;150129;LIMA;LIMA;SAN BARTOLO;9000;E.- OTROS SERVICIOS;OTROS;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;4
2025;150129;LIMA;LIMA;SAN BARTOLO;9111;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES EMPRESARIALES Y DE EMPLEADORES;2
2025;150129;LIMA;LIMA;SAN BARTOLO;9112;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES PROFESIONALES;1
2025;150129;LIMA;LIMA;SAN BARTOLO;9120;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE SINDICATOS;5
2025;150129;LIMA;LIMA;SAN BARTOLO;9191;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS;1
2025;150129;LIMA;LIMA;SAN BARTOLO;9199;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.;23
2025;150129;LIMA;LIMA;SAN BARTOLO;9213;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE RADIO Y TELEVISION;5
2025;150129;LIMA;LIMA;SAN BARTOLO;9219;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES DE ENTRETENIMIENTO N.C.P.;28
2025;150129;LIMA;LIMA;SAN BARTOLO;9231;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS;2
2025;150129;LIMA;LIMA;SAN BARTOLO;9241;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DEPORTIVAS;21
2025;150129;LIMA;LIMA;SAN BARTOLO;9249;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES DE ESPARCIMIENTO;6
2025;150129;LIMA;LIMA;SAN BARTOLO;9301;E.- OTROS SERVICIOS;OTROS;LAVADO Y LIMPIEZA DE PRENDAS DE TELA Y DE PIEL, INCLUSO LA LIMPIEZA EN SECO;10
2025;150129;LIMA;LIMA;SAN BARTOLO;9302;E.- OTROS SERVICIOS;OTROS;PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA;28
2025;150129;LIMA;LIMA;SAN BARTOLO;9303;E.- OTROS SERVICIOS;OTROS;POMPAS FUNEBRES Y ACTIVIDADES CONEXAS;4
2025;150129;LIMA;LIMA;SAN BARTOLO;9309;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES DE SERVICIOS N.C.P.;2040
2025;150129;LIMA;LIMA;SAN BARTOLO;9500;E.- OTROS SERVICIOS;OTROS;HOGARES PRIVADOS CON SERVICIO DOMESTICO;9
2025;150129;LIMA;LIMA;SAN BARTOLO;9900;E.- OTROS SERVICIOS;OTROS;ORGANIZACIONES Y ORGANOS EXTRATERRITORIALES;1
2025;150129;LIMA;LIMA;SAN BARTOLO;9999;E.- OTROS SERVICIOS;OTROS;OTROS;1
2025;150130;LIMA;LIMA;SAN BORJA;0111;A.- AGROPECUARIO;AGRICOLA;CULTIVOS DE CEREALES Y OTROS CULTIVOS N.C.P.;28
2025;150130;LIMA;LIMA;SAN BORJA;0112;A.- AGROPECUARIO;AGRICOLA;CULTIVO DE HORTALIZAS Y LEGUMBRES, ESPECIALIDADES HORTICOLAS Y PRODUCTOS DE VIVERO;18
2025;150130;LIMA;LIMA;SAN BORJA;0113;A.- AGROPECUARIO;AGRICOLA;CULTIVO DE FRUTAS, NUECES, PLANTAS CUYAS HOJAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS;41
2025;150130;LIMA;LIMA;SAN BORJA;0121;A.- AGROPECUARIO;PECUARIO;"CRIA DE GANADO VACUNO Y DE OVEJAS, CABRAS, CABALLOS, ASNOS, MULAS Y BURDEGANOS; CRIA DE GANADO LECHERO";19
2025;150130;LIMA;LIMA;SAN BORJA;0122;A.- AGROPECUARIO;PECUARIO;"CRIA DE OTROS ANIMALES; ELABORACION DE PRODUCTOS ANIMALES N.C.P.";21
2025;150130;LIMA;LIMA;SAN BORJA;0130;A.- AGROPECUARIO;AGRICOLA;CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA);13
2025;150130;LIMA;LIMA;SAN BORJA;0140;A.- AGROPECUARIO;AGRICOLA;ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS;66
2025;150130;LIMA;LIMA;SAN BORJA;0200;A.- AGROPECUARIO;SILVICULTURA;SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS;10
2025;150130;LIMA;LIMA;SAN BORJA;0500;B.- PESCA;PESCA;"PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA";51
2025;150130;LIMA;LIMA;SAN BORJA;1010;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA;3
2025;150130;LIMA;LIMA;SAN BORJA;1110;C.- MINERIA E HIDROCARBUROS;HIDROCARBUROS;EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL;4
2025;150130;LIMA;LIMA;SAN BORJA;1120;C.- MINERIA E HIDROCARBUROS;HIDROCARBUROS;ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION;16
2025;150130;LIMA;LIMA;SAN BORJA;1200;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXTRACCION DE MINERALES DE URANIO Y TORIO;1
2025;150130;LIMA;LIMA;SAN BORJA;1310;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXTRACCION DE MINERALES DE HIERRO;6
2025;150130;LIMA;LIMA;SAN BORJA;1320;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXTRACCION DE MINERALES METALIFEROS NO FERROSOS, EXCEPTO LOS MINERALES DE URANIO Y TORIO;148
2025;150130;LIMA;LIMA;SAN BORJA;1410;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXTRACCION DE PIEDRA, ARENA Y ARCILLA;5
2025;150130;LIMA;LIMA;SAN BORJA;1429;C.- MINERIA E HIDROCARBUROS;MINERIA METALICA;EXPLOTACION DE OTRAS MINAS Y CANTERAS N.C.P.;142
2025;150130;LIMA;LIMA;SAN BORJA;1511;D.- MANUFACTURA;PROCESADORES DE RECURSOS PRIMARIOS;PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS;5
2025;150130;LIMA;LIMA;SAN BORJA;1512;D.- MANUFACTURA;PROCESADORES DE RECURSOS PRIMARIOS;ELABORACION Y CONSERVACION DE PESCADO Y PRODUCTOS DE PESCADO;20
2025;150130;LIMA;LIMA;SAN BORJA;1513;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS;30
2025;150130;LIMA;LIMA;SAN BORJA;1514;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;6
2025;150130;LIMA;LIMA;SAN BORJA;1520;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE PRODUCTOS LACTEOS;6
2025;150130;LIMA;LIMA;SAN BORJA;1531;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE PRODUCTOS DE MOLINERIA;9
2025;150130;LIMA;LIMA;SAN BORJA;1533;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE ALIMENTOS PREPARADOS PARA ANIMALES;8
2025;150130;LIMA;LIMA;SAN BORJA;1541;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE PRODUCTOS DE PANADERIA;165
2025;150130;LIMA;LIMA;SAN BORJA;1542;D.- MANUFACTURA;PROCESADORES DE RECURSOS PRIMARIOS;ELABORACION DE AZUCAR;1
2025;150130;LIMA;LIMA;SAN BORJA;1543;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE CACAO Y CHOCOLATE Y DE PRODUCTOS DE CONFITERIA;10
2025;150130;LIMA;LIMA;SAN BORJA;1544;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINACEOS SIMILARES;1
2025;150130;LIMA;LIMA;SAN BORJA;1549;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.;126
2025;150130;LIMA;LIMA;SAN BORJA;1551;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"DESTILACION, RECTIFICACION Y MEZCLA DE BEBIDAS ALCOHOLICAS; PRODUCCION DE ALCOHOL ETILICO A PARTIR DE SUSTANCIAS FERMENTADAS";14
2025;150130;LIMA;LIMA;SAN BORJA;1552;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE VINOS;2
2025;150130;LIMA;LIMA;SAN BORJA;1553;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA;4
2025;150130;LIMA;LIMA;SAN BORJA;1554;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"ELABORACION DE BEBIDAS NO ALCOHOLICAS; PRODUCCION DE AGUAS MINERALES";9
2025;150130;LIMA;LIMA;SAN BORJA;1600;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ELABORACION DE PRODUCTOS DE TABACO;1
2025;150130;LIMA;LIMA;SAN BORJA;1711;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"PREPARACION E HILATURA DE FIBRAS TEXTILES; TEJEDURA DE PRODUCTOS TEXTILES";7
2025;150130;LIMA;LIMA;SAN BORJA;1712;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ACABADO DE PRODUCTOS TEXTILES;35
2025;150130;LIMA;LIMA;SAN BORJA;1721;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ARTICULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR;21
2025;150130;LIMA;LIMA;SAN BORJA;1722;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE TAPICES Y ALFOMBRAS;2
2025;150130;LIMA;LIMA;SAN BORJA;1729;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS PRODUCTOS TEXTILES N.C.P.;44
2025;150130;LIMA;LIMA;SAN BORJA;1730;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;11
2025;150130;LIMA;LIMA;SAN BORJA;1810;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRENDAS DE VESTIR EXCEPTO PRENDAS DE PIEL;293
2025;150130;LIMA;LIMA;SAN BORJA;1820;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"ADOBO Y TE IDO DE PIELES; FABRICACION DE ARTICULOS DE PIEL";3
2025;150130;LIMA;LIMA;SAN BORJA;1911;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CURTIDO Y ADOBO DE CUEROS;1
2025;150130;LIMA;LIMA;SAN BORJA;1912;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MALETAS, BOLSOS DE MANO Y ARTICULOS SIMILARES, Y DE ARTICULOS DE TALABARTERIA Y GUARNICIONERIA;4
2025;150130;LIMA;LIMA;SAN BORJA;1920;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FABRICACION DE CALZADO;15
2025;150130;LIMA;LIMA;SAN BORJA;2010;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ASERRADO Y ACEPILLADURA DE MADERA;2
2025;150130;LIMA;LIMA;SAN BORJA;2021;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"FAB. DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACION DE TABLEROS CONTRACHAPADOS, TABLEROS LAMINADOS, TABLEROS DE PARTICULAS Y OTROS TABLEROS Y PANELES";1
2025;150130;LIMA;LIMA;SAN BORJA;2022;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES;14
2025;150130;LIMA;LIMA;SAN BORJA;2023;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE RECIPIENTES DE MADERA;1
2025;150130;LIMA;LIMA;SAN BORJA;2029;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"FAB. DE OTROS PRODUCTOS DE MADERA; FABRICACION DE ARTICULOS DE CORCHO, PAJA Y MATERIALES TRENZABLES";7
2025;150130;LIMA;LIMA;SAN BORJA;2101;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PASTA DE MADERA, PAPEL Y CARTON;1
2025;150130;LIMA;LIMA;SAN BORJA;2102;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PAPEL Y CARTON ONDULADO, Y DE ENVASES DE PAPEL Y CARTON;3
2025;150130;LIMA;LIMA;SAN BORJA;2109;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS ARTICULOS DE PAPEL Y CARTON;11
2025;150130;LIMA;LIMA;SAN BORJA;2211;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;EDICION DE LIBROS, FOLLETOS, PARTITURAS Y OTRAS PUBLICACIONES;59
2025;150130;LIMA;LIMA;SAN BORJA;2212;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;EDICION DE PERIODICOS, REVISTAS Y PUBLICACIONES PERIODICAS;42
2025;150130;LIMA;LIMA;SAN BORJA;2213;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;EDICION DE GRABACIONES;1
2025;150130;LIMA;LIMA;SAN BORJA;2219;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;OTRAS ACTIVIDADES DE EDICION;43
2025;150130;LIMA;LIMA;SAN BORJA;2221;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ACTIVIDADES DE IMPRESION;104
2025;150130;LIMA;LIMA;SAN BORJA;2222;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION;50
2025;150130;LIMA;LIMA;SAN BORJA;2230;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;REPRODUCCION DE GRABACIONES;8
2025;150130;LIMA;LIMA;SAN BORJA;2411;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE SUSTANCIAS QUIMICAS BASICAS, EXCEPTO ABONOS Y COMPUESTOS DE NITROGENO;3
2025;150130;LIMA;LIMA;SAN BORJA;2412;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ABONO Y COMPUESTOS DE NITROGENO;3
2025;150130;LIMA;LIMA;SAN BORJA;2413;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PLASTICOS EN FORMAS PRIMARIAS Y DE CAUCHO SINTETICO;1
2025;150130;LIMA;LIMA;SAN BORJA;2421;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PLAGUICIDAS Y OTROS PRODUCTOS QUIMICOS DE USO AGROPECUARIO;2
2025;150130;LIMA;LIMA;SAN BORJA;2422;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PINTURAS, BARNICES Y PRODUCTOS DE REVESTIMIENTO SIMILARES, TINTAS DE IMPRENTA Y MASILLAS;1
2025;150130;LIMA;LIMA;SAN BORJA;2423;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS;15
2025;150130;LIMA;LIMA;SAN BORJA;2424;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE JABONES Y DETERGENTES, PREPARADOS PARA LIMPIAR Y PULIR, PERFUMES Y PREPARADOS DE TOCADOR;10
2025;150130;LIMA;LIMA;SAN BORJA;2429;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS PRODUCTOS QUIMICOS N.C.P.;13
2025;150130;LIMA;LIMA;SAN BORJA;2520;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS DE PLASTICO;32
2025;150130;LIMA;LIMA;SAN BORJA;2610;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE VIDRIO Y PRODUCTOS DE VIDRIO;11
2025;150130;LIMA;LIMA;SAN BORJA;2691;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS DE CERAMICA NO REFRACTARIA PARA USO NO ESTRUCTURAL;6
2025;150130;LIMA;LIMA;SAN BORJA;2692;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS DE CERAMICA REFRACTARIA;2
2025;150130;LIMA;LIMA;SAN BORJA;2694;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE CEMENTO, CAL Y YESO;1
2025;150130;LIMA;LIMA;SAN BORJA;2695;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ARTICULOS DE HORMIGON, CEMENTO Y YESO;5
2025;150130;LIMA;LIMA;SAN BORJA;2696;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CORTE, TALLADO Y ACABADO DE LA PIEDRA;2
2025;150130;LIMA;LIMA;SAN BORJA;2699;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS PRODUCTOS MINERALES NO METALICOS N.C.P.;6
2025;150130;LIMA;LIMA;SAN BORJA;2710;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;INDUSTRIAS BASICAS DE HIERRO Y ACERO;3
2025;150130;LIMA;LIMA;SAN BORJA;2720;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y METALES NO FERROSOS;3
2025;150130;LIMA;LIMA;SAN BORJA;2732;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FUNDICION DE METALES NO FERROSOS;1
2025;150130;LIMA;LIMA;SAN BORJA;2811;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL;61
2025;150130;LIMA;LIMA;SAN BORJA;2812;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE TANQUES, DEPOSITOS Y RECIPIENTES DE METAL;1
2025;150130;LIMA;LIMA;SAN BORJA;2891;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"FORJA, PRENSADO,ESTAMPADO Y LAMINADO DE METAL; PULVIMETALURGIA";1
2025;150130;LIMA;LIMA;SAN BORJA;2892;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"TRATAMIENTO Y REVESTIMIENTO DE METALES; OBRAS DE INGENIERIA MECANICA EN GENERAL REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA";17
2025;150130;LIMA;LIMA;SAN BORJA;2893;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ARTICULOS DE CUCHILLERIA, HERRAMIENTAS DE MANO Y ARTICULOS DE FERRETERIA;2
2025;150130;LIMA;LIMA;SAN BORJA;2899;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.;21
2025;150130;LIMA;LIMA;SAN BORJA;2912;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE BOMBAS, COMPRESORES, GRIFOS Y VALVULAS;2
2025;150130;LIMA;LIMA;SAN BORJA;2915;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE EQUIPO DE ELEVACION Y MANIPULACION;4
2025;150130;LIMA;LIMA;SAN BORJA;2919;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS TIPOS DE MAQUINARIA DE USO GENERAL;7
2025;150130;LIMA;LIMA;SAN BORJA;2921;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA AGROPECUARIA Y FORESTAL;5
2025;150130;LIMA;LIMA;SAN BORJA;2922;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINAS HERRAMIENTA;1
2025;150130;LIMA;LIMA;SAN BORJA;2924;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA PARA LA EXPLOTACION DE MINAS Y CANTERAS, Y PARA OBRAS DE CONSTRUCCION;1
2025;150130;LIMA;LIMA;SAN BORJA;2925;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA PARA LA ELABORACION DE ALIMENTOS, BEBIDAS Y TABACO;1
2025;150130;LIMA;LIMA;SAN BORJA;2926;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA PARA LA ELABORACION DE PRODUCTOS TEXTILES, PRENDAS DE  VESTIR Y CUEROS;1
2025;150130;LIMA;LIMA;SAN BORJA;2929;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS TIPOS DE MAQUINARIA DE USO ESPECIAL;3
2025;150130;LIMA;LIMA;SAN BORJA;2930;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE APARATOS DE USO DOMESTICO N.C.P.;3
2025;150130;LIMA;LIMA;SAN BORJA;3000;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA;4
2025;150130;LIMA;LIMA;SAN BORJA;3110;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS;23
2025;150130;LIMA;LIMA;SAN BORJA;3130;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE HILOS Y CABLES AISLADOS;2
2025;150130;LIMA;LIMA;SAN BORJA;3150;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE LAMPARAS ELECTRICAS Y EQUIPOS DE ILUMINACION;2
2025;150130;LIMA;LIMA;SAN BORJA;3190;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS TIPOS DE EQUIPO ELECTRICO N.C.P.;8
2025;150130;LIMA;LIMA;SAN BORJA;3210;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE TUBOS Y VALVULAS ELECTRONICOS Y DE OTROS COMPONENTES ELECTRONICOS;3
2025;150130;LIMA;LIMA;SAN BORJA;3311;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS;3
2025;150130;LIMA;LIMA;SAN BORJA;3320;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO;2
2025;150130;LIMA;LIMA;SAN BORJA;3420;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"FAB. DE CARROCERIAS PARA VEHICULOS AUTOMOTORES; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES";5
2025;150130;LIMA;LIMA;SAN BORJA;3430;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES Y SUS MOTORES;3
2025;150130;LIMA;LIMA;SAN BORJA;3511;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CONSTRUCCION Y REPARACION DE BUQUES;7
2025;150130;LIMA;LIMA;SAN BORJA;3512;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CONSTRUCCION Y REPARACION DE EMBARCACIONES DE RECREO Y DEPORTE;1
2025;150130;LIMA;LIMA;SAN BORJA;3530;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE AERONAVES Y NAVES ESPACIALES;2
2025;150130;LIMA;LIMA;SAN BORJA;3591;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MOTOCICLETAS;1
2025;150130;LIMA;LIMA;SAN BORJA;3610;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MUEBLES;96
2025;150130;LIMA;LIMA;SAN BORJA;3691;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE JOYAS Y ARTICULOS CONEXOS;34
2025;150130;LIMA;LIMA;SAN BORJA;3693;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ARTICULOS DE DEPORTE;3
2025;150130;LIMA;LIMA;SAN BORJA;3694;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE JUEGOS Y JUGUETES;8
