________________________________________________________________________________________________________________________ Exportar ==>;;;;;;;;;
;;;;;;;;;
Año;Cod. Ubigeo;Departamento;Provincia;Distrito;Cod CIIU (Rev 3);Sector;Sub Sector;Actividad Económica;Cant. Contrib
2025;150106;LIMA;LIMA;CARABAYLLO;3000;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA;12
2025;150106;LIMA;LIMA;CARABAYLLO;3110;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MOTORES, GENERADORES Y TRANSFORMADORES ELECTRICOS;99
2025;150106;LIMA;LIMA;CARABAYLLO;3130;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE HILOS Y CABLES AISLADOS;3
2025;150106;LIMA;LIMA;CARABAYLLO;3140;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ACUMULADORES Y DE PILAS, Y BATERIAS PRIMARIAS;4
2025;150106;LIMA;LIMA;CARABAYLLO;3190;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS TIPOS DE EQUIPO ELECTRICO N.C.P.;30
2025;150106;LIMA;LIMA;CARABAYLLO;3210;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE TUBOS Y VALVULAS ELECTRONICOS Y DE OTROS COMPONENTES ELECTRONICOS;10
2025;150106;LIMA;LIMA;CARABAYLLO;3311;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE EQUIPO MEDICO Y QUIRURGICO, Y DE APARATOS ORTOPEDICOS;24
2025;150106;LIMA;LIMA;CARABAYLLO;3320;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO;2
2025;150106;LIMA;LIMA;CARABAYLLO;3420;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;"FAB. DE CARROCERIAS PARA VEHICULOS AUTOMOTORES; FABRICACION DE REMOLQUES Y SEMIRREMOLQUES";17
2025;150106;LIMA;LIMA;CARABAYLLO;3430;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES Y SUS MOTORES;15
2025;150106;LIMA;LIMA;CARABAYLLO;3511;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CONSTRUCCION Y REPARACION DE BUQUES;11
2025;150106;LIMA;LIMA;CARABAYLLO;3512;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;CONSTRUCCION Y REPARACION DE EMBARCACIONES DE RECREO Y DEPORTE;3
2025;150106;LIMA;LIMA;CARABAYLLO;3520;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE LOCOMOTORAS Y DE MATERIAL RODANTE PARA FERROCARRILES Y TRANVIAS;1
2025;150106;LIMA;LIMA;CARABAYLLO;3530;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE AERONAVES Y NAVES ESPACIALES;1
2025;150106;LIMA;LIMA;CARABAYLLO;3599;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE OTROS TIPOS DE EQUIPO DE TRANSPORTE N.C.P.;1
2025;150106;LIMA;LIMA;CARABAYLLO;3610;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE MUEBLES;446
2025;150106;LIMA;LIMA;CARABAYLLO;3691;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE JOYAS Y ARTICULOS CONEXOS;33
2025;150106;LIMA;LIMA;CARABAYLLO;3692;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE INSTRUMENTOS DE MUSICA;8
2025;150106;LIMA;LIMA;CARABAYLLO;3693;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE ARTICULOS DE DEPORTE;4
2025;150106;LIMA;LIMA;CARABAYLLO;3694;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;FAB. DE JUEGOS Y JUGUETES;7
2025;150106;LIMA;LIMA;CARABAYLLO;3699;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.;267
2025;150106;LIMA;LIMA;CARABAYLLO;3710;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;RECICLAMIENTO DE DESPERDICIOS Y DESECHOS METALICOS;97
2025;150106;LIMA;LIMA;CARABAYLLO;3720;D.- MANUFACTURA;INDUSTRIA NO PRIMARIA;RECICLAMIENTO DE DESPERDICIOS Y DESECHOS NO METALICOS;10
2025;150106;LIMA;LIMA;CARABAYLLO;4010;E.- OTROS SERVICIOS;GENERACION DE ENERGIA ELECTRICA Y A;GENERACION, CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA;35
2025;150106;LIMA;LIMA;CARABAYLLO;4020;E.- OTROS SERVICIOS;GENERACION DE ENERGIA ELECTRICA Y A;FAB. DE GAS, DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIA;13
2025;150106;LIMA;LIMA;CARABAYLLO;4030;E.- OTROS SERVICIOS;GENERACION DE ENERGIA ELECTRICA Y A;SUMINISTRO DE VAPOR Y AGUA CALIENTE;4
2025;150106;LIMA;LIMA;CARABAYLLO;4100;E.- OTROS SERVICIOS;GENERACION DE ENERGIA ELECTRICA Y A;CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA;19
2025;150106;LIMA;LIMA;CARABAYLLO;4510;F.- CONSTRUCCION;CONSTRUCCION;PREPARACION DEL TERRENO;12
2025;150106;LIMA;LIMA;CARABAYLLO;4520;F.- CONSTRUCCION;CONSTRUCCION;"CONSTRUCCION DE EDIFICIOS COMPLETOS O DE PARTES DE EDIFICIOS; OBRAS DE INGENIERIA CIVIL";1573
2025;150106;LIMA;LIMA;CARABAYLLO;4530;F.- CONSTRUCCION;CONSTRUCCION;ACONDICIONAMIENTO DE EDIFICIOS;534
2025;150106;LIMA;LIMA;CARABAYLLO;4540;F.- CONSTRUCCION;CONSTRUCCION;TERMINACION DE EDIFICIOS;169
2025;150106;LIMA;LIMA;CARABAYLLO;4550;E.- OTROS SERVICIOS;OTROS;ALQUILER DE EQUIPO DE CONSTRUCCION O DEMOLICION DOTADO DE OPERARIOS;1
2025;150106;LIMA;LIMA;CARABAYLLO;5010;G.- COMERCIO;COMERCIO AUTOMOTRIZ;VENTA DE VEHICULOS AUTOMOTORES;28
2025;150106;LIMA;LIMA;CARABAYLLO;5020;G.- COMERCIO;COMERCIO AUTOMOTRIZ;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;687
2025;150106;LIMA;LIMA;CARABAYLLO;5030;G.- COMERCIO;COMERCIO AUTOMOTRIZ;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES;513
2025;150106;LIMA;LIMA;CARABAYLLO;5040;G.- COMERCIO;COMERCIO AUTOMOTRIZ;VENTA, MANTEN. Y REPARAC. DE MOTOCICLETAS Y DE SUS PARTES, PIEZAS Y ACCESORIOS;118
2025;150106;LIMA;LIMA;CARABAYLLO;5050;G.- COMERCIO;COMERCIO AUTOMOTRIZ;VENTA AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES;70
2025;150106;LIMA;LIMA;CARABAYLLO;5110;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;935
2025;150106;LIMA;LIMA;CARABAYLLO;5121;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y DE ANIMALES VIVOS;73
2025;150106;LIMA;LIMA;CARABAYLLO;5122;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO;641
2025;150106;LIMA;LIMA;CARABAYLLO;5131;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO;330
2025;150106;LIMA;LIMA;CARABAYLLO;5139;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE OTROS ENSERES DOMESTICOS;256
2025;150106;LIMA;LIMA;CARABAYLLO;5141;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE COMBUSTIBLES SOLIDOS, LIQUIDOS Y GASEOSOS Y DE PRODUCTOS CONEXOS;71
2025;150106;LIMA;LIMA;CARABAYLLO;5142;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE METALES Y MINERALES METALIFEROS;62
2025;150106;LIMA;LIMA;CARABAYLLO;5143;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE  MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETERIA Y EQUIPO, Y MATERIALES DE FONTANERIA Y CALEFACCION;845
2025;150106;LIMA;LIMA;CARABAYLLO;5149;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE OTROS PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS;142
2025;150106;LIMA;LIMA;CARABAYLLO;5150;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES;309
2025;150106;LIMA;LIMA;CARABAYLLO;5190;G.- COMERCIO;COMERCIO AL POR MAYOR;VTA. AL POR MAYOR DE OTROS PRODUCTOS;742
2025;150106;LIMA;LIMA;CARABAYLLO;5211;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR EN ALMACENES NO ESPECIALIZADOS CON SURTIDO COMPUESTO;1126
2025;150106;LIMA;LIMA;CARABAYLLO;5219;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES NO ESPECIALIZADOS;953
2025;150106;LIMA;LIMA;CARABAYLLO;5220;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO EN ALMACENES ESPECIALIZADOS;3099
2025;150106;LIMA;LIMA;CARABAYLLO;5231;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICINALES, COSMETICOS Y ARTICULOS DE TOCADOR;757
2025;150106;LIMA;LIMA;CARABAYLLO;5232;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR, CALZADO Y ARTICULOS DE CUERO;1013
2025;150106;LIMA;LIMA;CARABAYLLO;5233;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE APARATOS, ARTICULOS Y EQUIPO DE USO DOMESTICO;182
2025;150106;LIMA;LIMA;CARABAYLLO;5234;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE ARTICULOS DE FERRETERIA, PINTURAS Y PRODUCTOS DE VIDRIO;949
2025;150106;LIMA;LIMA;CARABAYLLO;5239;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR DE OTROS PRODUCTOS EN ALMACENES ESPECIALIZADOS;2857
2025;150106;LIMA;LIMA;CARABAYLLO;5240;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR EN ALMACENES DE ARTICULOS USADOS;21
2025;150106;LIMA;LIMA;CARABAYLLO;5251;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR EN EMPRESAS DE VENTA POR CORREO;125
2025;150106;LIMA;LIMA;CARABAYLLO;5252;G.- COMERCIO;COMERCIO AL POR MENOR;VTA. AL POR MENOR EN PUESTOS DE VENTA Y MERCADOS;531
2025;150106;LIMA;LIMA;CARABAYLLO;5259;G.- COMERCIO;COMERCIO AL POR MENOR;OTROS TIPOS DE VENTA AL POR MENOR NO REALIZADA EN ALMACENES;1298
2025;150106;LIMA;LIMA;CARABAYLLO;5260;G.- COMERCIO;COMERCIO AL POR MENOR;REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS;212
2025;150106;LIMA;LIMA;CARABAYLLO;5510;E.- OTROS SERVICIOS;TURISMO Y HOTELERIA;HOTELES, CAMPAMENTOS Y OTROS TIPOS DE HOSPEDAJE TEMPORAL;178
2025;150106;LIMA;LIMA;CARABAYLLO;5520;E.- OTROS SERVICIOS;TURISMO Y HOTELERIA;RESTAURANTES, BARES Y CANTINAS;2851
2025;150106;LIMA;LIMA;CARABAYLLO;6021;E.- OTROS SERVICIOS;TRANSPORTES;OTROS TIPOS DE TRANSPORTE REGULAR DE PASAJEROS POR VIA TERRESTRE;1217
2025;150106;LIMA;LIMA;CARABAYLLO;6022;E.- OTROS SERVICIOS;TRANSPORTES;OTROS TIPOS DE TRANSPORTE NO REGULAR DE PASAJEROS POR VIA TERRESTRE;76
2025;150106;LIMA;LIMA;CARABAYLLO;6023;E.- OTROS SERVICIOS;TRANSPORTES;TRANSPORTE  DE CARGA POR CARRETERA;1224
2025;150106;LIMA;LIMA;CARABAYLLO;6110;E.- OTROS SERVICIOS;TRANSPORTES;TRANSPORTE MARITIMO Y DE CABOTAJE;2
2025;150106;LIMA;LIMA;CARABAYLLO;6120;E.- OTROS SERVICIOS;TRANSPORTES;TRANSPORTE POR VIAS DE NAVEGACION INTERIORES;4
2025;150106;LIMA;LIMA;CARABAYLLO;6210;E.- OTROS SERVICIOS;TRANSPORTES;TRANSPORTE REGULAR POR VIA AEREA;3
2025;150106;LIMA;LIMA;CARABAYLLO;6301;E.- OTROS SERVICIOS;OTROS;MANIPULACION DE LA CARGA;153
2025;150106;LIMA;LIMA;CARABAYLLO;6302;E.- OTROS SERVICIOS;OTROS;ALMACENAMIENTO Y DEPOSITO;86
2025;150106;LIMA;LIMA;CARABAYLLO;6303;E.- OTROS SERVICIOS;TRANSPORTES;OTRAS ACTIVIDADES DE TRANSPORTE COMPLEMENTARIAS;273
2025;150106;LIMA;LIMA;CARABAYLLO;6304;E.- OTROS SERVICIOS;TURISMO Y HOTELERIA;"ACTIVIDADES DE AGENCIAS DE VIAJES Y ORGANIZADORES DE VIAJES; ACTIVIDADES DE ASISTENCIA A TURISTAS N.C.P.";129
2025;150106;LIMA;LIMA;CARABAYLLO;6309;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE OTRAS AGENCIAS DE TRANSPORTE;100
2025;150106;LIMA;LIMA;CARABAYLLO;6411;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES POSTALES NACIONALES;4
2025;150106;LIMA;LIMA;CARABAYLLO;6412;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE CORREO DISTINTAS DE LAS ACTIVIDADES POSTALES NACIONALES;201
2025;150106;LIMA;LIMA;CARABAYLLO;6420;E.- OTROS SERVICIOS;TELECOMUNICACIONES;TELECOMUNICACIONES;661
2025;150106;LIMA;LIMA;CARABAYLLO;6511;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;BANCA CENTRAL;1
2025;150106;LIMA;LIMA;CARABAYLLO;6519;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;OTROS TIPOS DE INTERMEDIACION MONETARIA;47
2025;150106;LIMA;LIMA;CARABAYLLO;6591;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;ARRENDAMIENTO FINANCIERO;1
2025;150106;LIMA;LIMA;CARABAYLLO;6592;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;OTROS TIPOS DE CREDITO;1
2025;150106;LIMA;LIMA;CARABAYLLO;6599;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;OTROS TIPOS DE INTERMEDIACION FINANCIERA N.C.P.;31
2025;150106;LIMA;LIMA;CARABAYLLO;6602;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;PLANES DE PENSIONES;15
2025;150106;LIMA;LIMA;CARABAYLLO;6603;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;PLANES DE SEGUROS GENERALES;4
2025;150106;LIMA;LIMA;CARABAYLLO;6711;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;ADMINISTRACION DE MERCADOS FINANCIEROS;5
2025;150106;LIMA;LIMA;CARABAYLLO;6712;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;ACTIVIDADES BURSATILES;15
2025;150106;LIMA;LIMA;CARABAYLLO;6719;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA N.C.P.;47
2025;150106;LIMA;LIMA;CARABAYLLO;6720;E.- OTROS SERVICIOS;INTERMEDIACION FINANCIERA;ACTIVIDADES AUXILIARES DE LA FINANCIACION DE PLANES DE SEGUROS Y DE PENSIONES;17
2025;150106;LIMA;LIMA;CARABAYLLO;7010;F.- CONSTRUCCION;CONSTRUCCION;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;1912
2025;150106;LIMA;LIMA;CARABAYLLO;7020;F.- CONSTRUCCION;CONSTRUCCION;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;421
2025;150106;LIMA;LIMA;CARABAYLLO;7111;E.- OTROS SERVICIOS;OTROS;ALQUILER DE EQUIPO DE TRANSPORTE POR VIA TERRESTRE;163
2025;150106;LIMA;LIMA;CARABAYLLO;7112;E.- OTROS SERVICIOS;OTROS;ALQUILER DE EQUIPO DE TRANSPORTE POR VIA ACUATICA;1
2025;150106;LIMA;LIMA;CARABAYLLO;7122;E.- OTROS SERVICIOS;OTROS;ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCION E INGENIERIA CIVIL;9
2025;150106;LIMA;LIMA;CARABAYLLO;7129;E.- OTROS SERVICIOS;OTROS;ALQUILER DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.;145
2025;150106;LIMA;LIMA;CARABAYLLO;7130;E.- OTROS SERVICIOS;OTROS;ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS N.C.P.;86
2025;150106;LIMA;LIMA;CARABAYLLO;7210;E.- OTROS SERVICIOS;OTROS;CONSULTORES EN EQUIPO DE INFORMATICA;13
2025;150106;LIMA;LIMA;CARABAYLLO;7220;E.- OTROS SERVICIOS;OTROS;CONSULTORES EN PROGRAMAS DE INFORMATICA Y SUMINISTRO DE PROGRAMAS DE INFORMATICA;449
2025;150106;LIMA;LIMA;CARABAYLLO;7230;E.- OTROS SERVICIOS;OTROS;PROCESAMIENTO DE DATOS;179
2025;150106;LIMA;LIMA;CARABAYLLO;7240;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES RELACIONADAS CON BASES DE DATOS;47
2025;150106;LIMA;LIMA;CARABAYLLO;7250;E.- OTROS SERVICIOS;OTROS;MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA;188
2025;150106;LIMA;LIMA;CARABAYLLO;7290;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES DE INFORMATICA;394
2025;150106;LIMA;LIMA;CARABAYLLO;7310;E.- OTROS SERVICIOS;OTROS;INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA;46
2025;150106;LIMA;LIMA;CARABAYLLO;7320;E.- OTROS SERVICIOS;OTROS;INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES;43
2025;150106;LIMA;LIMA;CARABAYLLO;7411;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES JURIDICAS;468
2025;150106;LIMA;LIMA;CARABAYLLO;7412;E.- OTROS SERVICIOS;OTROS;"ACTIVIDADES DE CONTABILIDAD, TENEDURIA DE LIBROS Y AUDITORIA; ASESORAMIENTO EN MATERIA DE IMPUESTOS";1352
2025;150106;LIMA;LIMA;CARABAYLLO;7413;E.- OTROS SERVICIOS;OTROS;INVESTIGACION DE MERCADOS Y REALIZACION DE ENCUESTAS DE OPINION PUBLICA;109
2025;150106;LIMA;LIMA;CARABAYLLO;7414;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTION;924
2025;150106;LIMA;LIMA;CARABAYLLO;7421;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE ASESORAMIENTO TECNICO;1465
2025;150106;LIMA;LIMA;CARABAYLLO;7422;E.- OTROS SERVICIOS;OTROS;ENSAYOS Y ANALISIS TECNICOS;56
2025;150106;LIMA;LIMA;CARABAYLLO;7430;E.- OTROS SERVICIOS;OTROS;PUBLICIDAD;392
2025;150106;LIMA;LIMA;CARABAYLLO;7491;E.- OTROS SERVICIOS;OTROS;OBTENCION Y DOTACION DE PERSONAL;512
2025;150106;LIMA;LIMA;CARABAYLLO;7492;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE INVESTIGACION Y SEGURIDAD;1117
2025;150106;LIMA;LIMA;CARABAYLLO;7493;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE LIMPIEZA DE EDIFICIOS;536
2025;150106;LIMA;LIMA;CARABAYLLO;7494;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE FOTOGRAFIA;75
2025;150106;LIMA;LIMA;CARABAYLLO;7495;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ENVASE Y EMPAQUE;46
2025;150106;LIMA;LIMA;CARABAYLLO;7499;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES EMPRESARIALES N.C.P.;14942
2025;150106;LIMA;LIMA;CARABAYLLO;7511;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL;1498
2025;150106;LIMA;LIMA;CARABAYLLO;7512;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;REGULACION DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS SANITARIOS, EDUCATIVOS, CULTURALES Y OTROS SERVICIOS SOCIALES, EXCEPTO SERVICIOS DE SEGURIDAD SOCIAL;29
2025;150106;LIMA;LIMA;CARABAYLLO;7513;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;REGULACION Y FACILITACION DE LA ACTIVIDAD ECONOMICA;33
2025;150106;LIMA;LIMA;CARABAYLLO;7514;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE SERVICIOS AUXILIARES PARA LA ADMINISTRACION PUBLICA EN GENERAL;71
2025;150106;LIMA;LIMA;CARABAYLLO;7521;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;RELACIONES EXTERIORES;3
2025;150106;LIMA;LIMA;CARABAYLLO;7522;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE DEFENSA;15
2025;150106;LIMA;LIMA;CARABAYLLO;7523;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PUBLICO Y DE SEGURIDAD;209
2025;150106;LIMA;LIMA;CARABAYLLO;7530;E.- OTROS SERVICIOS;ADM. PUBLICA Y SEGURIDAD SOCIAL;ACTIVIDADES DE PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA;22
2025;150106;LIMA;LIMA;CARABAYLLO;8010;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA PRIMARIA;1008
2025;150106;LIMA;LIMA;CARABAYLLO;8021;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA SECUNDARIA DE FORMACION GENERAL;491
2025;150106;LIMA;LIMA;CARABAYLLO;8022;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA SECUNDARIA DE FORMACION TECNICA Y PROFESIONAL;68
2025;150106;LIMA;LIMA;CARABAYLLO;8030;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA SUPERIOR;203
2025;150106;LIMA;LIMA;CARABAYLLO;8090;E.- OTROS SERVICIOS;ENSE ANZA;ENSE ANZA DE ADULTOS Y OTROS TIPOS DE ENSE ANZA;454
2025;150106;LIMA;LIMA;CARABAYLLO;8511;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES DE HOSPITALES;115
2025;150106;LIMA;LIMA;CARABAYLLO;8512;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;485
2025;150106;LIMA;LIMA;CARABAYLLO;8519;E.- OTROS SERVICIOS;SALUD;OTRAS ACTIVIDADES RELACIONADAS CON LA SALUD HUMANA;1679
2025;150106;LIMA;LIMA;CARABAYLLO;8520;E.- OTROS SERVICIOS;SALUD;ACTIVIDADES VETERINARIAS;107
2025;150106;LIMA;LIMA;CARABAYLLO;8531;E.- OTROS SERVICIOS;SALUD;SERVICIOS SOCIALES CON ALOJAMIENTO;19
2025;150106;LIMA;LIMA;CARABAYLLO;8532;E.- OTROS SERVICIOS;SALUD;SERVICIOS SOCIALES SIN ALOJAMIENTO;74
2025;150106;LIMA;LIMA;CARABAYLLO;9000;E.- OTROS SERVICIOS;OTROS;ELIMINACION DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;33
2025;150106;LIMA;LIMA;CARABAYLLO;9111;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES EMPRESARIALES Y DE EMPLEADORES;41
2025;150106;LIMA;LIMA;CARABAYLLO;9112;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES PROFESIONALES;63
2025;150106;LIMA;LIMA;CARABAYLLO;9120;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE SINDICATOS;32
2025;150106;LIMA;LIMA;CARABAYLLO;9191;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS;30
2025;150106;LIMA;LIMA;CARABAYLLO;9192;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE ORGANIZACIONES POLITICAS;1
2025;150106;LIMA;LIMA;CARABAYLLO;9199;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.;420
2025;150106;LIMA;LIMA;CARABAYLLO;9211;E.- OTROS SERVICIOS;OTROS;PRODUCCION Y DISTRIBUCION DE FILMES Y VIDEOCINTAS;17
2025;150106;LIMA;LIMA;CARABAYLLO;9212;E.- OTROS SERVICIOS;OTROS;EXHIBICION DE FILMES Y VIDEOCINTAS;4
2025;150106;LIMA;LIMA;CARABAYLLO;9213;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE RADIO Y TELEVISION;67
2025;150106;LIMA;LIMA;CARABAYLLO;9214;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES TEATRALES Y MUSICALES Y OTRAS ACTIVIDADES ARTISTICAS;43
2025;150106;LIMA;LIMA;CARABAYLLO;9219;E.- OTROS SERVICIOS;OTROS;OTRAS ACTIVIDADES DE ENTRETENIMIENTO N.C.P.;456
2025;150106;LIMA;LIMA;CARABAYLLO;9220;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE AGENCIAS DE NOTICIAS;4
2025;150106;LIMA;LIMA;CARABAYLLO;9231;E.- OTROS SERVICIOS;OTROS;ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS;32
